"VideoAnalysis: Time (s)","VideoAnalysis: X (m)","VideoAnalysis: Y (m)","VideoAnalysis: X Velocity (m/s)","VideoAnalysis: Y Velocity (m/s)"
1.234,0.427252532402,0.202223610139,0.402624987861,-0.0106063317509
1.767,0.841402910651,0.192934255861,0.0277870244203,-0.0031850099454
2.4,0.431123096684,0.196804820144,0.00475241330711,-0.000699862953433
6.5,0.838306459225,0.191386030148,1.65514399842E-05,-0.000542485341433
10.8,0.433445435254,0.192160143004,-0.000305471365577,-0.00047290290397
15.134,0.832887669229,0.186741353009,6.89903162168E-05,-0.000338122734598
19.734,0.437315999537,0.189837804435,-0.000289654614901,-0.000344346300072
23.9,0.826694766377,0.183644901582,0.000179500267474,-0.000328078940291
28.267,0.442734789533,0.187515465865,-0.000240518322427,-0.000415520868027
32.6,0.820501863525,0.179000224443,0.000254875719105,-0.000300351323369
37.034,0.448927692385,0.185193127295,-0.000169032050456,-0.000246166484578
41.334,0.815857186385,0.17745199873,0.000173898054759,-0.00030507822427
45.8,0.454346482381,0.182096675869,-0.000377035777628,-0.000307009772633
49.934,0.807341944963,0.17512966016,0.000242134044698,-0.00036381957121
54.534,0.46131349809,0.179000224443,-0.000210727648609,-0.000413005641558
58.867,0.801923154968,0.170484983021,0.000157612580563,-0.00029135650837
63.267,0.465958175229,0.176677885874,-0.000259370162222,-0.000194423005357
67.334,0.795730252115,0.169710870165,0.000267132354499,-0.000281863659346
71.8,0.472151078081,0.173581434447,-0.000155250334919,-0.00025285713332
76.267,0.791085574976,0.168162644452,0.000250222576933,-0.000395064064317
77.6,0.47679575522,0.171259095878,-0.00136012677348,-0.000885719679433
78.134,0.784892672124,0.165840305882,0.00848750621048,-0.00136861289489
78.667,0.482988658073,0.169710870165,0.0586304885545,-0.00234242179708
79.234,0.779473882128,0.164292080169,0.29068167925,-0.00595826364735
