"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.806372100E0,9.422935486E0,9.547362328E-1,2.758924484E0,9.864831410E0
6.808750538E0,9.430113792E0,9.308080077E-1,2.756531715E0,9.868734305E0
6.811128975E0,9.396614075E0,9.523434043E-1,2.768495798E0,9.842148293E0
6.813507413E0,9.394221306E0,9.403793216E-1,2.816352367E0,9.852286428E0
6.815885798E0,9.418149948E0,9.379864931E-1,2.801995277E0,9.870792503E0
6.818264235E0,9.451649666E0,9.284151793E-1,2.794816732E0,9.899830136E0
6.820642673E0,9.466006279E0,9.403793216E-1,2.818745136E0,9.921437007E0
6.823021110E0,9.379864693E0,9.355936646E-1,2.859423161E0,9.850558257E0
6.825399548E0,9.329615593E0,9.595218897E-1,2.868994236E0,9.807830407E0
6.827777985E0,9.475577354E0,9.499505758E-1,2.785245657E0,9.922024273E0
6.830156371E0,9.533005714E0,8.973084688E-1,2.723032236E0,9.954811148E0
6.832534808E0,9.420542717E0,9.164510965E-1,2.770888567E0,9.862268053E0
6.834913246E0,9.312865257E0,9.619147182E-1,2.835494757E0,9.782370354E0
6.837291683E0,9.312865257E0,9.595218897E-1,2.825923443E0,9.779365259E0
6.839670121E0,9.389435768E0,9.236295223E-1,2.780459881E0,9.835931714E0
6.842048506E0,9.430113792E0,8.901300430E-1,2.732603550E0,9.858321348E0
6.844426944E0,9.473184586E0,8.901300430E-1,2.711068153E0,9.893606431E0
6.846805381E0,9.406186104E0,8.853443861E-1,2.766103029E0,9.844363751E0
6.849183819E0,9.339186668E0,9.116654396E-1,2.825923443E0,9.799866571E0
6.851562256E0,9.389435768E0,9.523434043E-1,2.857030153E0,9.860582300E0
6.853940694E0,9.463613510E0,9.643075466E-1,2.797209740E0,9.915354358E0
6.856319079E0,9.463613510E0,9.355936646E-1,2.780459881E0,9.907889448E0
6.858697517E0,9.410971642E0,9.332008362E-1,2.792423964E0,9.860774951E0
6.861075954E0,9.408578873E0,9.188438654E-1,2.785245657E0,9.855111558E0
6.863454392E0,9.384650230E0,9.044869542E-1,2.737389088E0,9.817487235E0
6.865832829E0,9.389435768E0,9.020941257E-1,2.711068153E0,9.814538623E0
6.868211215E0,9.401400566E0,9.068797827E-1,2.699103832E0,9.823132140E0
6.870589652E0,9.353543282E0,8.877372146E-1,2.708675146E0,9.778229407E0
6.872968090E0,9.339186668E0,8.757730722E-1,2.734996319E0,9.770751812E0
6.875346527E0,9.367900848E0,8.829515576E-1,2.730210543E0,9.797510876E0
6.877724965E0,9.391828537E0,8.877372146E-1,2.749353170E0,9.826162195E0
6.880103402E0,9.413364410E0,8.973084688E-1,2.790031195E0,9.859049958E0
6.882481788E0,9.410971642E0,9.188438654E-1,2.823530674E0,9.868281854E0
6.884860225E0,9.418149948E0,9.523434043E-1,2.842673302E0,9.883789653E0
6.887238663E0,9.420542717E0,9.690931439E-1,2.828316450E0,9.883579339E0
6.889617100E0,9.449256897E0,9.762716293E-1,2.821137905E0,9.909610551E0
6.891995538E0,9.458827972E0,9.571290612E-1,2.811566591E0,9.914152982E0
6.894373923E0,9.420542717E0,9.523434043E-1,2.809173822E0,9.876489286E0
6.896752360E0,9.410971642E0,9.475577474E-1,2.792423964E0,9.862144012E0
6.899130798E0,9.413364410E0,9.212366939E-1,2.751745939E0,9.850492997E0
6.901509235E0,9.384650230E0,8.829515576E-1,2.727817774E0,9.812861622E0
6.903887673E0,9.372686386E0,8.709874153E-1,2.701496840E0,9.793056435E0
6.906266110E0,9.382257462E0,8.542376757E-1,2.701496840E0,9.800742944E0
6.908644496E0,9.408578873E0,8.590233326E-1,2.708675146E0,9.828336509E0
6.911022933E0,9.396614075E0,8.757730722E-1,2.732603550E0,9.824991435E0
6.913401371E0,9.384650230E0,9.236295223E-1,2.770888567E0,9.828660890E0
6.915779808E0,9.408578873E0,9.332008362E-1,2.790031195E0,9.857813869E0
6.918158246E0,9.442078590E0,9.308080077E-1,2.813959360E0,9.896343715E0
6.920536631E0,9.446864128E0,9.355936646E-1,2.845066071E0,9.910246127E0
6.922915069E0,9.439684868E0,9.403793216E-1,2.835494757E0,9.901110755E0
6.925293506E0,9.449256897E0,9.619147182E-1,2.821137905E0,9.908206443E0
6.927671944E0,9.434899330E0,9.595218897E-1,2.773281336E0,9.880743747E0
6.930050381E0,9.413364410E0,9.236295223E-1,2.727817774E0,9.844059672E0
6.932428819E0,9.391828537E0,9.308080077E-1,2.706282377E0,9.818187772E0
6.934807204E0,9.384650230E0,9.044869542E-1,2.691925526E0,9.804907936E0
6.937185642E0,9.367900848E0,8.949156404E-1,2.689532757E0,9.787340127E0
6.939564079E0,9.382257462E0,8.733802438E-1,2.720639229E0,9.807722770E0
6.941942517E0,9.389435768E0,8.566305041E-1,2.737389088E0,9.817770566E0
6.944320954E0,9.394221306E0,8.685946465E-1,2.756531715E0,9.828749549E0
6.946699340E0,9.413364410E0,9.164510965E-1,2.742174864E0,9.847377068E0
6.949077777E0,9.422935486E0,9.427721500E-1,2.720639229E0,9.853040663E0
6.951456215E0,9.437292099E0,9.475577474E-1,2.720639229E0,9.867229888E0
6.953834652E0,9.437292099E0,9.427721500E-1,2.746960402E0,9.874061623E0
6.956213090E0,9.408578873E0,9.523434043E-1,2.756531715E0,9.850217331E0
6.958591527E0,9.420542717E0,9.332008362E-1,2.754138947E0,9.859146526E0
6.960969913E0,9.439684868E0,9.284151793E-1,2.730210543E0,9.870342180E0
6.963348350E0,9.418149948E0,9.044869542E-1,2.713460922E0,9.842891611E0
6.965726788E0,9.420542717E0,8.997012973E-1,2.718246460E0,9.846062732E0
6.968105225E0,9.410971642E0,9.068797827E-1,2.711068153E0,9.835583801E0
6.970483663E0,9.434899330E0,9.140582681E-1,2.727817774E0,9.863762857E0
6.972862048E0,9.420542717E0,9.308080077E-1,2.720639229E0,9.849614533E0
6.975240485E0,9.410971642E0,9.260223508E-1,2.715853691E0,9.838687204E0
6.977618923E0,9.413364410E0,9.140582681E-1,2.711068153E0,9.838537624E0
6.979997360E0,9.458827972E0,8.997012973E-1,2.696711063E0,9.876798044E0
6.982375798E0,9.425328255E0,9.044869542E-1,2.718246460E0,9.851079797E0
6.984754235E0,9.434899330E0,9.332008362E-1,2.723032236E0,9.864233053E0
6.987132621E0,9.437292099E0,9.403793216E-1,2.727817774E0,9.868524978E0
6.989511058E0,9.432506561E0,9.403793216E-1,2.715853691E0,9.860646762E0
6.991889496E0,9.413364410E0,9.403793216E-1,2.727817774E0,9.845645362E0
6.994267933E0,9.413364410E0,9.499505758E-1,2.739781857E0,9.849885291E0
6.996646371E0,9.430113792E0,9.332008362E-1,2.739781857E0,9.864294935E0
6.999024808E0,9.430113792E0,9.044869542E-1,2.744567633E0,9.862950587E0
7.001403194E0,9.437292099E0,9.092726111E-1,2.749353170E0,9.871585572E0
7.003781631E0,9.425328255E0,9.212366939E-1,2.749353170E0,9.861259180E0
7.006160069E0,9.379864693E0,9.260223508E-1,2.766103029E0,9.822968239E0
7.008538506E0,9.391828537E0,9.379864931E-1,2.770888567E0,9.836873760E0
7.010916944E0,9.504291534E0,9.379864931E-1,2.723032236E0,9.931076517E0
7.013295329E0,9.418149948E0,9.020941257E-1,2.758924484E0,9.855302459E0
7.015673767E0,9.399007797E0,9.308080077E-1,2.785245657E0,9.847098278E0
7.018052204E0,9.363115311E0,9.140582681E-1,2.835494757E0,9.825653228E0
7.020430642E0,9.604789734E0,9.355936646E-1,2.665604353E0,1.001163163E1
7.022809079E0,9.583254814E0,8.733802438E-1,2.699103832E0,9.994334764E0
7.025187517E0,9.186046600E0,9.020941257E-1,2.744567633E0,9.629635374E0
7.027565902E0,9.138189316E0,9.619147182E-1,2.861815929E0,9.624020694E0
7.029944340E0,9.439684868E0,9.260223508E-1,2.653640270E0,9.849211871E0
7.032322777E0,9.669396400E0,8.255237937E-1,2.579462767E0,1.004153098E1
7.034701215E0,9.432506561E0,8.327022791E-1,2.684746981E0,9.842430567E0
7.037079652E0,9.207581520E0,9.379864931E-1,2.866601467E0,9.689003049E0
7.039458038E0,9.320044518E0,1.014556766E0,2.890529871E0,9.810592142E0
7.041836475E0,9.578469276E0,1.000199914E0,2.806781054E0,1.003122592E1
7.044214913E0,9.626325607E0,9.499505758E-1,2.773281336E0,1.006278491E1
7.046593350E0,9.418149948E0,9.068797827E-1,2.878565550E0,9.889899848E0
7.048971788E0,9.365508080E0,9.547362328E-1,2.933600664E0,9.860541350E0
7.051350225E0,9.446864128E0,9.547362328E-1,2.825923443E0,9.906594088E0
7.053728610E0,9.501898766E0,9.308080077E-1,2.727817774E0,9.929424631E0
7.056107048E0,9.391828537E0,8.925228715E-1,2.679961443E0,9.807407082E0
7.058485485E0,9.269794464E0,9.355936646E-1,2.684746981E0,9.695993568E0
7.060863923E0,9.305686951E0,9.762716293E-1,2.711068153E0,9.741601842E0
7.063242360E0,9.353543282E0,9.068797827E-1,2.656033039E0,9.765537075E0
7.065620746E0,9.394221306E0,8.638089895E-1,2.660818815E0,9.801913929E0
7.067999183E0,9.370293617E0,8.853443861E-1,2.691925526E0,9.789417766E0
7.070377621E0,9.355937004E0,9.379864931E-1,2.756531715E0,9.798563312E0
7.072756058E0,9.382257462E0,9.332008362E-1,2.763710260E0,9.825258942E0
7.075134496E0,9.434899330E0,8.973084688E-1,2.787638426E0,9.878937992E0
7.077512933E0,9.458827972E0,9.020941257E-1,2.804388046E0,9.906956785E0
7.079891319E0,9.449256897E0,9.475577474E-1,2.821137905E0,9.906822935E0
7.082269756E0,9.461220741E0,9.786644578E-1,2.833101988E0,9.924663667E0
7.084648194E0,9.461220741E0,9.667003751E-1,2.804388046E0,9.915331555E0
7.087026631E0,9.473184586E0,9.714859724E-1,2.787638426E0,9.922496620E0
7.089405069E0,9.430113792E0,9.643075466E-1,2.801995277E0,9.884741409E0
7.091783454E0,9.403793335E0,9.619147182E-1,2.773281336E0,9.851279023E0
7.094161892E0,9.391828537E0,9.475577474E-1,2.754138947E0,9.833086509E0
7.096540329E0,9.379864693E0,9.236295223E-1,2.739781857E0,9.815363354E0
7.098918767E0,9.379864693E0,8.973084688E-1,2.730210543E0,9.810253501E0
7.101297204E0,9.377471924E0,8.829515576E-1,2.720639229E0,9.804002292E0
7.103675642E0,9.351150513E0,8.805587292E-1,2.756531715E0,9.788660107E0
7.106054027E0,9.387042999E0,8.877372146E-1,2.775674343E0,9.828988844E0
7.108432465E0,9.420542717E0,8.805587292E-1,2.785245657E0,9.863042235E0
7.110810902E0,9.403793335E0,9.116654396E-1,2.799602509E0,9.853945259E0
7.113189340E0,9.408578873E0,9.403793216E-1,2.809173822E0,9.863930618E0
7.115567777E0,9.420542717E0,9.690931439E-1,2.806781054E0,9.877438255E0
7.117946215E0,9.444471359E0,9.834501147E-1,2.782852650E0,9.894922044E0
7.120324600E0,9.425328255E0,9.738788009E-1,2.761317253E0,9.869656813E0
7.122703038E0,9.413364410E0,9.643075466E-1,2.775674343E0,9.861322763E0
7.125081475E0,9.406186104E0,9.355936646E-1,2.773281336E0,9.851028469E0
7.127459913E0,9.403793335E0,8.949156404E-1,2.763710260E0,9.842270952E0
7.129838350E0,9.413364410E0,8.709874153E-1,2.768495798E0,9.850615087E0
7.132216735E0,9.401400566E0,9.092726111E-1,2.766103029E0,9.841973138E0
7.134595173E0,9.384650230E0,9.332008362E-1,2.756531715E0,9.825527510E0
7.136973610E0,9.401400566E0,9.260223508E-1,2.746960402E0,9.838172668E0
7.139352048E0,9.408578873E0,9.403793216E-1,2.732603550E0,9.842397667E0
7.141730485E0,9.399007797E0,9.475577474E-1,2.758924484E0,9.841284345E0
7.144108923E0,9.391828537E0,9.571290612E-1,2.763710260E0,9.836698314E0
7.146487308E0,9.403793335E0,9.499505758E-1,2.778067112E0,9.851466493E0
7.148865746E0,9.427721024E0,9.260223508E-1,2.799602509E0,9.878118004E0
7.151244183E0,9.449256897E0,9.140582681E-1,2.775674343E0,9.890820314E0
7.153622621E0,9.425328255E0,9.020941257E-1,2.768495798E0,9.864844424E0
7.156001058E0,9.403793335E0,9.188438654E-1,2.763710260E0,9.844475483E0
7.158379444E0,9.418149948E0,9.403793216E-1,2.761317253E0,9.859550430E0
7.160757881E0,9.415757179E0,9.523434043E-1,2.756531715E0,9.857074024E0
7.163136319E0,9.396614075E0,9.451649189E-1,2.754138947E0,9.837427211E0
7.165514756E0,9.401400566E0,9.212366939E-1,2.723032236E0,9.831068823E0
7.167893194E0,9.418149948E0,9.164510965E-1,2.703889608E0,9.841364238E0
7.170271631E0,9.422935486E0,9.403793216E-1,2.703889608E0,9.848200112E0
7.172650017E0,9.437292099E0,9.260223508E-1,2.699103832E0,9.859267775E0
7.175028454E0,9.408578873E0,9.164510965E-1,2.718246460E0,9.836163014E0
7.177406892E0,9.399007797E0,8.997012973E-1,2.725425005E0,9.827448878E0
7.179785329E0,9.427721024E0,8.877372146E-1,2.742174864E0,9.858474732E0
7.182163767E0,9.442078590E0,9.092726111E-1,2.744567633E0,9.874830443E0
7.184542152E0,9.408578873E0,9.212366939E-1,2.763710260E0,9.849270422E0
7.186920590E0,9.415757179E0,9.355936646E-1,2.761317253E0,9.856809410E0
7.189299027E0,9.422935486E0,9.355936646E-1,2.761317253E0,9.863666745E0
7.191677465E0,9.427721024E0,9.547362328E-1,2.749353170E0,9.866731365E0
7.194055902E0,9.442078590E0,9.236295223E-1,2.739781857E0,9.874833883E0
7.196434340E0,9.422935486E0,9.092726111E-1,2.742174864E0,9.855861851E0
7.198812725E0,9.418149948E0,9.044869542E-1,2.746960402E0,9.852179279E0
7.201191163E0,9.410971642E0,8.805587292E-1,2.734996319E0,9.839815841E0
7.203569600E0,9.432506561E0,8.757730722E-1,2.723032236E0,9.856676066E0
7.205948038E0,9.430113792E0,8.877372146E-1,2.708675146E0,9.851499609E0
7.208326475E0,9.399007797E0,9.020941257E-1,2.708675146E0,9.823036314E0
7.210704913E0,9.377471924E0,9.116654396E-1,2.720639229E0,9.806629970E0
7.213083298E0,9.403793335E0,9.140582681E-1,2.706282377E0,9.828061656E0
7.215461735E0,9.413364410E0,9.164510965E-1,2.701496840E0,9.836127150E0
7.217840173E0,9.418149948E0,9.092726111E-1,2.727817774E0,9.847299880E0
7.220218610E0,9.427721024E0,9.116654396E-1,2.742174864E0,9.860658221E0
7.222597048E0,9.406186104E0,9.188438654E-1,2.739781857E0,9.840071935E0
7.224975485E0,9.420542717E0,9.236295223E-1,2.739781857E0,9.854243817E0
7.227353871E0,9.432506561E0,9.188438654E-1,2.754138947E0,9.869231754E0
7.229732308E0,9.442078590E0,9.236295223E-1,2.756531715E0,9.879494253E0
7.232110746E0,9.444471359E0,9.427721500E-1,2.730210543E0,9.876280079E0
7.234489183E0,9.446864128E0,9.547362328E-1,2.725425005E0,9.878395851E0
7.236867621E0,9.408578873E0,9.403793216E-1,2.749353170E0,9.847061111E0
7.239246006E0,9.403793335E0,9.379864931E-1,2.742174864E0,9.840257656E0
7.241624444E0,9.406186104E0,9.260223508E-1,2.734996319E0,9.839413564E0
7.244002881E0,9.410971642E0,9.068797827E-1,2.723032236E0,9.838888288E0
7.246381319E0,9.377471924E0,9.020941257E-1,2.727817774E0,9.807738949E0
7.248759756E0,9.394221306E0,8.973084688E-1,2.711068153E0,9.818678473E0
7.251138194E0,9.410971642E0,9.164510965E-1,2.711068153E0,9.836470931E0
7.253516579E0,9.408578873E0,9.308080077E-1,2.715853691E0,9.836850168E0
7.255895017E0,9.408578873E0,9.403793216E-1,2.725425005E0,9.840407061E0
7.258273454E0,9.418149948E0,9.308080077E-1,2.720639229E0,9.847326023E0
7.260651892E0,9.418149948E0,9.236295223E-1,2.734996319E0,9.850626620E0
7.263030329E0,9.420542717E0,9.284151793E-1,2.766103029E0,9.862043693E0
7.265408715E0,9.427721024E0,9.164510965E-1,2.778067112E0,9.871142953E0
7.267787152E0,9.418149948E0,9.092726111E-1,2.763710260E0,9.857302853E0
7.270165590E0,9.434899330E0,9.068797827E-1,2.749353170E0,9.869077929E0
7.272544027E0,9.432506561E0,9.116654396E-1,2.732603550E0,9.862577557E0
7.274922465E0,9.434899330E0,9.332008362E-1,2.739781857E0,9.868869935E0
7.277300902E0,9.439684868E0,9.427721500E-1,2.763710260E0,9.881020399E0
7.279679288E0,9.444471359E0,9.188438654E-1,2.749353170E0,9.879334804E0
7.282057725E0,9.437292099E0,9.116654396E-1,2.737389088E0,9.868480889E0
7.284436163E0,9.420542717E0,9.092726111E-1,2.742174864E0,9.853574212E0
7.286814600E0,9.394221306E0,9.092726111E-1,2.734996319E0,9.826412137E0
7.289193038E0,9.415757179E0,9.212366939E-1,2.720639229E0,9.844137246E0
7.291571423E0,9.401400566E0,9.020941257E-1,2.708675146E0,9.825325820E0
7.293949860E0,9.394221306E0,8.925228715E-1,2.713460922E0,9.818903258E0
7.296328298E0,9.418149948E0,9.092726111E-1,2.713460922E0,9.843332530E0
7.298706735E0,9.434899330E0,9.332008362E-1,2.715853691E0,9.862253822E0
7.301085173E0,9.434899330E0,9.308080077E-1,2.708675146E0,9.860053243E0
7.303463610E0,9.420542717E0,9.164510965E-1,2.708675146E0,9.844969718E0
7.305841996E0,9.434899330E0,9.068797827E-1,2.696711063E0,9.854542449E0
7.308220433E0,9.482755661E0,9.284151793E-1,2.663211584E0,9.893295993E0
7.310598871E0,9.406186104E0,8.877372146E-1,2.703889608E0,9.827280061E0
7.312977308E0,9.420542717E0,9.284151793E-1,2.730210543E0,9.852036817E0
7.315355746E0,9.413364410E0,9.355936646E-1,2.703889608E0,9.838586486E0
7.317734183E0,9.439684868E0,9.212366939E-1,2.696711063E0,9.860455264E0
7.320112569E0,9.427721024E0,9.092726111E-1,2.689532757E0,9.845927424E0
7.322491006E0,9.418149948E0,9.284151793E-1,2.682354212E0,9.836591244E0
7.324869444E0,9.425328255E0,9.212366939E-1,2.658426046E0,9.836295990E0
7.327247881E0,9.430113792E0,9.284151793E-1,2.656033039E0,9.840910140E0
7.329626319E0,9.418149948E0,9.260223508E-1,2.639283419E0,9.824707772E0
7.332004756E0,9.422935486E0,9.379864931E-1,2.644068956E0,9.831715643E0
7.334383142E0,9.420542717E0,9.188438654E-1,2.653640270E0,9.830193580E0
7.336761579E0,9.439684868E0,9.308080077E-1,2.648854733E0,9.848374757E0
7.339140017E0,9.449256897E0,9.236295223E-1,2.651247501E0,9.857517979E0
7.341518454E0,9.415757179E0,9.164510965E-1,2.667997360E0,9.829271376E0
7.343896892E0,9.418149948E0,9.188438654E-1,2.677568436E0,9.834388401E0
7.346275277E0,9.451649666E0,9.236295223E-1,2.667997360E0,9.864328807E0
7.348653715E0,9.446864128E0,9.308080077E-1,2.670390129E0,9.861066314E0
7.351032152E0,9.446864128E0,9.188438654E-1,2.679961443E0,9.862540709E0
7.353410590E0,9.437292099E0,9.236295223E-1,2.679961443E0,9.853819919E0
7.355789027E0,9.422935486E0,9.379864931E-1,2.660818815E0,9.836233456E0
7.358167465E0,9.434899330E0,9.212366939E-1,2.663211584E0,9.846760805E0
7.360545850E0,9.444471359E0,9.188438654E-1,2.653640270E0,9.853127422E0
7.362924288E0,9.434899330E0,8.997012973E-1,2.672782898E0,9.847362907E0
7.365302725E0,9.401400566E0,8.973084688E-1,2.687139750E0,9.818972203E0
7.367681163E0,9.439684868E0,9.140582681E-1,2.687139750E0,9.857173680E0
7.370059600E0,9.454042435E0,9.140582681E-1,2.672782898E0,9.867025352E0
7.372437985E0,9.449256897E0,9.212366939E-1,2.672782898E0,9.863108099E0
7.374816423E0,9.413364410E0,9.164510965E-1,2.694318295E0,9.834157982E0
7.377194860E0,9.430113792E0,9.212366939E-1,2.682354212E0,9.847372609E0
7.379573298E0,9.449256897E0,9.308080077E-1,2.675175667E0,9.864655306E0
7.381951735E0,9.432506561E0,9.403793216E-1,2.653640270E0,9.843693412E0
7.384330173E0,9.420542717E0,9.403793216E-1,2.672782898E0,9.837413622E0
7.386708610E0,9.406186104E0,9.140582681E-1,2.679961443E0,9.823137629E0
7.389086996E0,9.420542717E0,9.044869542E-1,2.679961443E0,9.836000969E0
7.391465433E0,9.415757179E0,9.140582681E-1,2.689532757E0,9.834915975E0
7.393843871E0,9.420542717E0,9.116654396E-1,2.682354212E0,9.837315847E0
7.396222308E0,9.444471359E0,9.068797827E-1,2.684746981E0,9.860443020E0
7.398600746E0,9.444471359E0,9.212366939E-1,2.701496840E0,9.866346916E0
7.400979183E0,9.432506561E0,9.403793216E-1,2.701496840E0,9.856702211E0
7.403357569E0,9.420542717E0,9.475577474E-1,2.696711063E0,9.844630076E0
7.405736006E0,9.382257462E0,9.475577474E-1,2.699103832E0,9.808658535E0
7.408114444E0,9.401400566E0,9.427721500E-1,2.701496840E0,9.827168316E0
7.410492881E0,9.437292099E0,9.451649189E-1,2.703889608E0,9.862395140E0
7.412871319E0,9.442078590E0,9.236295223E-1,2.696711063E0,9.862970656E0
7.415249704E0,9.432506561E0,9.212366939E-1,2.701496840E0,9.854894330E0
7.417628142E0,9.427721024E0,9.260223508E-1,2.694318295E0,9.848796483E0
7.420006579E0,9.437292099E0,9.212366939E-1,2.694318295E0,9.857510349E0
7.422385017E0,9.430113792E0,9.164510965E-1,2.687139750E0,9.848230744E0
7.424763454E0,9.401400566E0,9.475577474E-1,2.689532757E0,9.824346530E0
7.427141840E0,9.437292099E0,9.475577474E-1,2.670390129E0,9.853493355E0
7.429520277E0,9.449256897E0,9.379864931E-1,2.658426046E0,9.860806438E0
7.431898715E0,9.418149948E0,9.571290612E-1,2.682354212E0,9.839342895E0
7.434277152E0,9.422935486E0,9.403793216E-1,2.694318295E0,9.845576545E0
7.436655590E0,9.458827972E0,9.092726111E-1,2.691925526E0,9.876369086E0
7.439034027E0,9.425328255E0,9.020941257E-1,2.691925526E0,9.843629897E0
7.441412413E0,9.425328255E0,8.949156404E-1,2.689532757E0,9.842320517E0
7.443790850E0,9.434899330E0,8.949156404E-1,2.677568436E0,9.848226851E0
7.446169288E0,9.451649666E0,8.949156404E-1,2.667997360E0,9.861681668E0
7.448547725E0,9.439684868E0,8.997012973E-1,2.672782898E0,9.851948094E0
7.450926163E0,9.439684868E0,9.188438654E-1,2.667997360E0,9.852417691E0
7.453304600E0,9.434899330E0,9.355936646E-1,2.682354212E0,9.853308327E0
7.455682985E0,9.454042435E0,9.260223508E-1,2.677568436E0,9.869438103E0
7.458061423E0,9.434899330E0,9.212366939E-1,2.691925526E0,9.854565716E0
7.460439860E0,9.425328255E0,9.092726111E-1,2.682354212E0,9.841677373E0
7.462818298E0,9.432506561E0,9.020941257E-1,2.679961443E0,9.847240587E0
7.465196735E0,9.442078590E0,9.044869542E-1,2.682354212E0,9.857279994E0
7.467575121E0,9.427721024E0,8.973084688E-1,2.672782898E0,9.840266999E0
7.469953558E0,9.415757179E0,9.092726111E-1,2.675175667E0,9.830555670E0
7.472331996E0,9.420542717E0,9.044869542E-1,2.677568436E0,9.835349229E0
7.474710433E0,9.442078590E0,9.212366939E-1,2.684746981E0,9.859482314E0
7.477088871E0,9.451649666E0,9.284151793E-1,2.672782898E0,9.866073412E0
7.479467308E0,9.427721024E0,9.284151793E-1,2.656033039E0,9.838617278E0
7.481845694E0,9.410971642E0,9.379864931E-1,2.670390129E0,9.827369401E0
7.484224131E0,9.410971642E0,9.379864931E-1,2.660818815E0,9.824772907E0
7.486602569E0,9.425328255E0,9.379864931E-1,2.648854733E0,9.835296781E0
7.488981006E0,9.446864128E0,9.523434043E-1,2.653640270E0,9.858600636E0
7.491359444E0,9.449256897E0,9.284151793E-1,2.658426046E0,9.859900593E0
7.493737829E0,9.427721024E0,9.236295223E-1,2.687139750E0,9.846610342E0
7.496116267E0,9.425328255E0,9.332008362E-1,2.689532757E0,9.845875429E0
7.498494704E0,9.449256897E0,9.260223508E-1,2.689532757E0,9.868108215E0
7.500873142E0,9.432506561E0,9.284151793E-1,2.689532757E0,9.852295226E0
7.503251579E0,9.415757179E0,9.164510965E-1,2.677568436E0,9.831873606E0
7.505630017E0,9.434899330E0,9.260223508E-1,2.670390129E0,9.849153578E0
7.508008402E0,9.425328255E0,9.212366939E-1,2.679961443E0,9.842138136E0
7.510386840E0,9.420542717E0,9.308080077E-1,2.663211584E0,9.833906882E0
7.512765277E0,9.418149948E0,9.284151793E-1,2.658426046E0,9.830093196E0
7.515143715E0,9.413364410E0,9.164510965E-1,2.660818815E0,9.825032769E0
7.517522152E0,9.422935486E0,9.236295223E-1,2.658426046E0,9.834227662E0
7.519900590E0,9.442078590E0,9.164510965E-1,2.663211584E0,9.853193729E0
7.522278975E0,9.454042435E0,9.140582681E-1,2.667997360E0,9.865730119E0
7.524657413E0,9.468399048E0,9.284151793E-1,2.672782898E0,9.882120405E0
7.527035850E0,9.444471359E0,9.284151793E-1,2.663211584E0,9.856606411E0
7.529414288E0,9.427721024E0,9.284151793E-1,2.670390129E0,9.842502826E0
7.531792725E0,9.427721024E0,9.164510965E-1,2.687139750E0,9.845939587E0
7.534171163E0,9.456435204E0,9.068797827E-1,2.682354212E0,9.871252292E0
7.536549548E0,9.430113792E0,8.949156404E-1,2.682354212E0,9.844945112E0
7.538927985E0,9.422935486E0,8.949156404E-1,2.684746981E0,9.838722149E0
7.541306423E0,9.432506561E0,9.212366939E-1,2.696711063E0,9.853583492E0
7.543684860E0,9.434899330E0,9.188438654E-1,2.699103832E0,9.856305642E0
7.546063298E0,9.430113792E0,9.164510965E-1,2.706282377E0,9.853471117E0
7.548441683E0,9.427721024E0,9.236295223E-1,2.701496840E0,9.850538075E0
7.550820121E0,9.427721024E0,9.284151793E-1,2.703889608E0,9.851644404E0
7.553198558E0,9.432506561E0,9.092726111E-1,2.701496840E0,9.853783125E0
7.555576996E0,9.442078590E0,9.260223508E-1,2.687139750E0,9.860582414E0
7.557955433E0,9.430113792E0,9.284151793E-1,2.682354212E0,9.848046761E0
7.560333871E0,9.434899330E0,9.308080077E-1,2.682354212E0,9.852855070E0
7.562712256E0,9.439684868E0,9.355936646E-1,2.689532757E0,9.859846467E0
7.565090694E0,9.425328255E0,9.188438654E-1,2.699103832E0,9.847144167E0
7.567469131E0,9.430113792E0,9.188438654E-1,2.689532757E0,9.849106895E0
7.569847569E0,9.418149948E0,9.212366939E-1,2.684746981E0,9.836569109E0
7.572226006E0,9.422935486E0,9.332008362E-1,2.694318295E0,9.844893501E0
7.574604444E0,9.422935486E0,9.475577474E-1,2.694318295E0,9.846264770E0
7.576982829E0,9.425328255E0,9.308080077E-1,2.691925526E0,9.846302823E0
7.579361267E0,9.430113792E0,9.379864931E-1,2.682354212E0,9.848953697E0
7.581739704E0,9.434899330E0,9.308080077E-1,2.687139750E0,9.854158967E0
7.584118142E0,9.446864128E0,9.260223508E-1,2.682354212E0,9.863862497E0
7.586496579E0,9.444471359E0,9.188438654E-1,2.689532757E0,9.862854544E0
7.588875017E0,9.437292099E0,9.284151793E-1,2.679961443E0,9.854269645E0
7.591253402E0,9.432506561E0,9.236295223E-1,2.687139750E0,9.851192393E0
7.593631840E0,9.446864128E0,9.308080077E-1,2.665604353E0,9.859771395E0
7.596010277E0,9.439684868E0,9.188438654E-1,2.675175667E0,9.854363972E0
7.598388715E0,9.434899330E0,9.140582681E-1,2.684746981E0,9.851938603E0
7.600767152E0,9.427721024E0,9.260223508E-1,2.699103832E0,9.850106730E0
7.603145590E0,9.439684868E0,9.164510965E-1,2.689532757E0,9.858048461E0
7.605523975E0,9.456435204E0,9.212366939E-1,2.699103832E0,9.877145605E0
7.607902413E0,9.451649666E0,9.236295223E-1,2.682354212E0,9.868221573E0
7.610280850E0,9.403793335E0,9.355936646E-1,2.677568436E0,9.822221608E0
