"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.205592621E0,3.146561682E-1,9.562317848E0,7.549355626E-1,9.597231832E0
2.207762890E0,3.050848842E-1,9.576674461E0,7.549355626E-1,9.611227717E0
2.209922578E0,3.194418252E-1,9.586245537E0,7.740781307E-1,9.622751349E0
2.212074351E0,3.242274821E-1,9.591031075E0,7.740781307E-1,9.627678717E0
2.214208151E0,3.242274821E-1,9.591031075E0,7.549355626E-1,9.626158540E0
2.216393546E0,3.385843933E-1,9.605388641E0,7.405785918E-1,9.639843722E0
2.218551474E0,3.385843933E-1,9.624530792E0,7.453642488E-1,9.659285700E0
2.220714764E0,3.577269912E-1,9.648459435E0,7.495517135E-1,9.684139912E0
2.222862213E0,3.577269912E-1,9.648459435E0,7.351947427E-1,9.683039263E0
2.225010448E0,3.577269912E-1,9.658030510E0,7.208378315E-1,9.691497774E0
2.227180543E0,3.672982752E-1,9.690931320E0,7.016952634E-1,9.723241955E0
2.229338126E0,3.667000830E-1,9.681958199E0,6.873382926E-1,9.713249582E0
2.231499401E0,3.619144261E-1,9.695717812E0,6.640082598E-1,9.725164929E0
2.233649679E0,3.379862010E-1,9.676574707E0,6.496513486E-1,9.704245442E0
2.235798504E0,3.427718580E-1,9.667003632E0,6.305087805E-1,9.693605783E0
2.237967490E0,3.332005441E-1,9.643673897E0,6.071787477E-1,9.668512546E0
2.240125175E0,3.475574851E-1,9.648459435E0,5.970092416E-1,9.673158000E0
2.242285544E0,3.236292601E-1,9.648459435E0,6.071787477E-1,9.672960839E0
2.244436728E0,3.332005441E-1,9.686145782E0,5.970092416E-1,9.710245247E0
2.246581900E0,3.379862010E-1,9.729216576E0,6.209374666E-1,9.754868179E0
2.248745231E0,3.523431420E-1,9.753145218E0,6.257231236E-1,9.779545836E0
2.250912600E0,3.571287692E-1,9.781859398E0,6.113662124E-1,9.807450376E0
2.253074251E0,3.523431420E-1,9.786644936E0,6.209374666E-1,9.812651432E0
2.255226676E0,3.667000830E-1,9.796216011E0,6.161518097E-1,9.822421297E0
2.257369275E0,3.619144261E-1,9.801001549E0,6.161518097E-1,9.827016661E0
2.259530256E0,3.475574851E-1,9.791430473E0,6.352944374E-1,9.818172230E0
2.261700135E0,3.427718580E-1,9.781859398E0,6.496513486E-1,9.809399202E0
2.263860933E0,3.571287692E-1,9.801001549E0,6.346961856E-1,9.828021752E0
2.266019798E0,3.667000830E-1,9.796216011E0,6.346961856E-1,9.823602004E0
2.268169212E0,3.523431420E-1,9.815358162E0,6.586244106E-1,9.843738500E0
2.270318250E0,3.284149170E-1,9.796216011E0,6.681957245E-1,9.824468943E0
2.272486524E0,3.098705411E-1,9.777072906E0,6.831508875E-1,9.805807948E0
2.274644574E0,3.092723191E-1,9.762716293E0,6.783652306E-1,9.791141822E0
2.276804740E0,3.050848842E-1,9.772287369E0,7.022934556E-1,9.802239198E0
2.278955538E0,3.002992272E-1,9.762716293E0,7.256234884E-1,9.794250277E0
2.281101474E0,3.002992272E-1,9.772287369E0,7.351947427E-1,9.804503626E0
2.283275464E0,3.050848842E-1,9.781859398E0,7.304090858E-1,9.813834495E0
2.285432060E0,3.146561682E-1,9.767501831E0,7.543373108E-1,9.801638909E0
2.287591128E0,3.050848842E-1,9.753145218E0,7.686942816E-1,9.788146368E0
2.289730553E0,3.050848842E-1,9.738788605E0,7.639086246E-1,9.773465949E0
2.291888287E0,3.146561682E-1,9.710672379E0,7.782655358E-1,9.746889955E0
2.294046104E0,3.098705411E-1,9.701101303E0,7.830511928E-1,9.737584681E0
2.296213453E0,3.002992272E-1,9.701101303E0,7.830511928E-1,9.737284801E0
2.298380191E0,3.098705411E-1,9.710672379E0,7.878368497E-1,9.747505563E0
2.300538486E0,3.050848842E-1,9.720243454E0,7.782655358E-1,9.756121506E0
2.302694033E0,3.146561682E-1,9.729216576E0,7.591229677E-1,9.763858426E0
2.304845645E0,3.146561682E-1,9.738788605E0,7.495517135E-1,9.772657764E0
2.306988274E0,3.290131092E-1,9.738788605E0,7.399803996E-1,9.772401143E0
2.309164147E0,3.194418252E-1,9.701101303E0,7.304090858E-1,9.733802289E0
2.311323114E0,2.907279432E-1,9.686744690E0,7.262216806E-1,9.718278827E0
2.313491285E0,2.757728100E-1,9.681958199E0,7.022934556E-1,9.711312028E0
2.315637556E0,2.805584669E-1,9.672387123E0,6.879364848E-1,9.700878430E0
2.317797733E0,2.901297510E-1,9.672387123E0,6.687939167E-1,9.699821299E0
2.319949690E0,2.757728100E-1,9.653244972E0,6.454638839E-1,9.678729915E0
2.322110812E0,2.805584669E-1,9.634101868E0,6.263213158E-1,9.658514909E0
2.324269464E0,2.901297510E-1,9.624530792E0,5.928218365E-1,9.647134599E0
2.326424717E0,2.757728100E-1,9.638887405E0,5.928218365E-1,9.661037149E0
2.328580824E0,2.847459018E-1,9.634101868E0,5.593222976E-1,9.654524352E0
2.330737746E0,2.703889608E-1,9.619745255E0,5.545366406E-1,9.639508278E0
2.332896375E0,2.847459018E-1,9.624530792E0,5.066801906E-1,9.642063991E0
2.335049493E0,2.751746178E-1,9.619745255E0,5.024927258E-1,9.636789858E0
2.337187036E0,2.656033039E-1,9.629316330E0,5.168496966E-1,9.646834284E0
2.339369521E0,2.703889608E-1,9.629316330E0,4.977070987E-1,9.645960581E0
2.341525476E0,2.703889608E-1,9.638887405E0,5.024927258E-1,9.655763022E0
2.343689579E0,2.560320199E-1,9.643673897E0,4.929214716E-1,9.659656837E0
2.345837416E0,2.608176768E-1,9.658030510E0,5.024927258E-1,9.674609973E0
2.347985233E0,2.464607358E-1,9.676574707E0,4.977070987E-1,9.692499848E0
2.350156264E0,2.703889608E-1,9.671789169E0,5.114658475E-1,9.689077007E0
2.352314284E0,2.703889608E-1,9.690931320E0,5.210371017E-1,9.708694027E0
2.354474410E0,2.703889608E-1,9.719645500E0,5.210371017E-1,9.737355827E0
2.356625279E0,2.656033039E-1,9.743574142E0,5.353940725E-1,9.761886549E0
2.358769750E0,2.799602449E-1,9.762716293E0,5.545366406E-1,9.782459714E0
2.360943242E0,2.799602449E-1,9.777072906E0,5.497509837E-1,9.796517672E0
2.363100376E0,2.805584669E-1,9.796216011E0,5.545366406E-1,9.815909131E0
2.365262119E0,2.901297510E-1,9.801001549E0,5.635097623E-1,9.821473916E0
2.367410354E0,2.949153781E-1,9.829715729E0,5.874379873E-1,9.851668375E0
2.369552007E0,2.997010350E-1,9.848857880E0,6.017948985E-1,9.871776909E0
2.371730911E0,2.901297510E-1,9.834501266E0,6.113662124E-1,9.857756290E0
2.373889490E0,3.092723191E-1,9.829715729E0,6.209374666E-1,9.854162776E0
2.376050674E0,2.853440940E-1,9.834501266E0,6.209374666E-1,9.858214836E0
2.378203496E0,2.949153781E-1,9.839286804E0,6.496513486E-1,9.865119704E0
2.380362188E0,2.901297510E-1,9.848857880E0,6.209374666E-1,9.872676443E0
2.382517827E0,2.757728100E-1,9.858428955E0,6.352944374E-1,9.882725896E0
2.384675583E0,2.757728100E-1,9.853643417E0,6.400800347E-1,9.878261066E0
2.386833308E0,2.709871531E-1,9.848857880E0,6.305087805E-1,9.872739078E0
2.388990505E0,2.614158690E-1,9.858428955E0,6.352944374E-1,9.882335693E0
2.391148616E0,2.518445849E-1,9.858428955E0,6.448656917E-1,9.882707064E0
2.393304865E0,2.470589429E-1,9.853643417E0,6.352944374E-1,9.877192199E0
2.395462683E0,2.422732860E-1,9.844072342E0,6.592226624E-1,9.869094748E0
2.397619930E0,2.422732860E-1,9.853643417E0,6.544370055E-1,9.878323377E0
2.399769812E0,2.518445849E-1,9.848857880E0,6.496513486E-1,9.873473254E0
2.401901036E0,2.566302419E-1,9.834501266E0,6.687939167E-1,9.860555742E0
2.404081741E0,2.422732860E-1,9.848857880E0,6.783652306E-1,9.875164670E0
2.406250616E0,2.715853751E-1,9.829715729E0,6.879364848E-1,9.857501029E0
2.408416317E0,2.572284341E-1,9.810572624E0,7.022934556E-1,9.839040491E0
2.410564429E0,2.524427772E-1,9.791430473E0,7.118647099E-1,9.820518797E0
2.412706629E0,2.524427772E-1,9.772287369E0,7.214360237E-1,9.802132304E0
2.414866491E0,2.620140910E-1,9.753145218E0,7.310073376E-1,9.784010668E0
2.417037308E0,2.620140910E-1,9.748359680E0,7.310073376E-1,9.779240235E0
2.419198228E0,2.572284341E-1,9.753145218E0,7.357929349E-1,9.784242400E0
2.421356594E0,2.428714931E-1,9.753145218E0,7.262216806E-1,9.783160335E0
2.423502762E0,2.524427772E-1,9.748359680E0,7.357929349E-1,9.779347374E0
2.425639563E0,2.620140910E-1,9.729216576E0,7.357929349E-1,9.760517292E0
2.427824144E0,2.572284341E-1,9.719645500E0,7.357929349E-1,9.750849520E0
2.429982154E0,2.620140910E-1,9.695717812E0,7.501499057E-1,9.728222867E0
2.432145483E0,2.715853751E-1,9.667601585E0,7.357929349E-1,9.699364426E0
2.434292913E0,2.715853751E-1,9.662816048E0,7.357929349E-1,9.694594568E0
2.436454057E0,2.667997181E-1,9.653244972E0,7.405785918E-1,9.685286637E0
2.438613135E0,2.763710022E-1,9.676574707E0,7.310073376E-1,9.708081722E0
2.440770667E0,2.757728100E-1,9.671789169E0,7.118647099E-1,9.701871353E0
2.442928147E0,2.763710022E-1,9.667601585E0,7.214360237E-1,9.698421072E0
2.445084519E0,2.805584669E-1,9.676574707E0,6.975077987E-1,9.705736873E0
2.447242162E0,2.805584669E-1,9.690931320E0,6.927221417E-1,9.719708168E0
2.449399805E0,2.757728100E-1,9.705288887E0,6.735795736E-1,9.732542960E0
2.451546770E0,2.709871531E-1,9.714859962E0,6.640082598E-1,9.741295863E0
2.453717668E0,2.805584669E-1,9.734002113E0,6.592226624E-1,9.760332203E0
2.455872585E0,2.757728100E-1,9.753145218E0,6.448656917E-1,9.778330330E0
2.458020434E0,2.853440940E-1,9.777072906E0,6.257231236E-1,9.801229785E0
2.460188118E0,2.853440940E-1,9.791430473E0,6.113662124E-1,9.814647248E0
2.462343828E0,2.997010350E-1,9.810572624E0,6.017948985E-1,9.833580885E0
2.464504524E0,2.949153781E-1,9.829715729E0,5.635097623E-1,9.850270536E0
2.466655311E0,3.044866920E-1,9.844072342E0,5.874379873E-1,9.866283789E0
2.468803352E0,2.901297510E-1,9.863214493E0,5.730810165E-1,9.884108319E0
2.470974536E0,3.092723191E-1,9.853643417E0,5.778666735E-1,9.875417351E0
2.473133308E0,2.997010350E-1,9.872786522E0,5.635097623E-1,9.893395659E0
2.475292264E0,3.188436031E-1,9.863214493E0,5.443671346E-1,9.883369716E0
2.477444028E0,3.140579760E-1,9.868000984E0,5.587241054E-1,9.888794085E0
2.479590258E0,3.044866920E-1,9.863214493E0,5.395814776E-1,9.882654524E0
2.481761655E0,3.044866920E-1,9.863214493E0,5.539384484E-1,9.883448795E0
2.483918454E0,3.092723191E-1,9.877572060E0,5.682953596E-1,9.898739252E0
2.486079547E0,3.140579760E-1,9.882357597E0,5.635097623E-1,9.903391709E0
2.488236397E0,3.188436031E-1,9.896714211E0,5.682953596E-1,9.918143628E0
2.490396889E0,3.044866920E-1,9.911071777E0,5.730810165E-1,9.932294688E0
2.492527494E0,3.140579760E-1,9.896714211E0,5.826523304E-1,9.918823938E0
2.494707039E0,3.092723191E-1,9.906285286E0,5.778666735E-1,9.927943766E0
2.496860716E0,3.236292601E-1,9.887143135E0,5.874379873E-1,9.909864715E0
2.499026375E0,3.379862010E-1,9.877572060E0,6.107679605E-1,9.902206924E0
2.501178607E0,3.284149170E-1,9.844072342E0,6.017948985E-1,9.867916382E0
2.503337360E0,3.284149170E-1,9.834501266E0,6.161518097E-1,9.859255275E0
2.505493610E0,3.284149170E-1,9.815358162E0,6.305087805E-1,9.841069735E0
2.507651895E0,3.379862010E-1,9.824930191E0,6.113662124E-1,9.849733833E0
2.509808287E0,3.284149170E-1,9.810572624E0,6.305087805E-1,9.836296706E0
2.511965157E0,3.332005441E-1,9.815358162E0,6.257231236E-1,9.840925154E0
2.514116301E0,3.475574851E-1,9.829715729E0,6.346961856E-1,9.856315070E0
2.516275043E0,3.523431420E-1,9.863214493E0,6.155536175E-1,9.888683030E0
2.518411691E0,3.619144261E-1,9.872786522E0,5.868397355E-1,9.896831646E0
2.520581583E0,3.619144261E-1,9.868000984E0,5.820540786E-1,9.891774989E0
2.522739062E0,3.667000830E-1,9.853643417E0,5.635097623E-1,9.876553083E0
2.524909218E0,3.523431420E-1,9.839286804E0,5.395814776E-1,9.860368080E0
2.527055144E0,3.523431420E-1,9.815358162E0,5.491527915E-1,9.837020399E0
2.529213398E0,3.379862010E-1,9.824930191E0,5.491527915E-1,9.846068084E0
2.531367562E0,3.236292601E-1,9.815358162E0,5.443671346E-1,9.835767755E0
2.533525236E0,3.421736360E-1,9.801001549E0,5.252245665E-1,9.821027187E0
2.535676268E0,3.373879790E-1,9.810572624E0,5.012963414E-1,9.829163946E0
2.537842315E0,3.469592929E-1,9.815358162E0,4.917250574E-1,9.833790222E0
2.540000305E0,3.278166950E-1,9.805787086E0,4.875376225E-1,9.823370964E0
2.542161700E0,3.278166950E-1,9.801001549E0,5.108676553E-1,9.819780084E0
2.544312427E0,3.373879790E-1,9.805787086E0,4.731806815E-1,9.822992975E0
2.546462533E0,3.517449200E-1,9.820143700E0,4.917250574E-1,9.838736723E0
2.548629211E0,3.565305769E-1,9.810572624E0,4.821537733E-1,9.828882008E0
2.550787048E0,3.613162339E-1,9.824930191E0,4.917250574E-1,9.843860839E0
2.552946929E0,3.708875179E-1,9.820143700E0,5.012963414E-1,9.839922655E0
2.555099497E0,3.565305769E-1,9.820143700E0,5.108676553E-1,9.839884252E0
2.557249582E0,3.565305769E-1,9.805787086E0,5.012963414E-1,9.825063484E0
2.559418141E0,3.469592929E-1,9.757930756E0,5.204389095E-1,9.777957355E0
2.561574819E0,3.517449200E-1,9.734002113E0,5.347958803E-1,9.755025795E0
2.563735443E0,3.278166950E-1,9.705288887E0,5.587241054E-1,9.726883817E0
2.565889028E0,3.134597540E-1,9.705288887E0,5.593222976E-1,9.726444923E0
2.568046794E0,3.086741269E-1,9.676574707E0,5.641079545E-1,9.697917073E0
2.570204213E0,3.092723191E-1,9.658030510E0,5.784648657E-1,9.680280177E0
2.572361764E0,2.949153781E-1,9.667601585E0,5.880361795E-1,9.689957794E0
2.574519429E0,2.997010350E-1,9.686744690E0,6.257231236E-1,9.711558723E0
2.576677673E0,3.044866920E-1,9.695717812E0,6.400800347E-1,9.721592384E0
2.578834391E0,3.188436031E-1,9.691530228E0,6.305087805E-1,9.717250677E0
2.580993113E0,3.188436031E-1,9.729216576E0,6.448656917E-1,9.755776144E0
2.583150034E0,3.427718580E-1,9.734002113E0,6.544370055E-1,9.761996593E0
2.585306498E0,3.236292601E-1,9.724431038E0,6.592226624E-1,9.752121278E0
2.587463603E0,3.290131092E-1,9.729216576E0,7.016952634E-1,9.760034889E0
2.589621257E0,3.236292601E-1,9.705886841E0,6.879364848E-1,9.735616666E0
2.591779622E0,3.194418252E-1,9.677172661E0,7.022934556E-1,9.707879783E0
2.593937418E0,3.098705411E-1,9.658030510E0,7.118647099E-1,9.689185954E0
2.596094208E0,3.098705411E-1,9.658030510E0,7.118647099E-1,9.689185954E0
2.598252249E0,3.146561682E-1,9.677172661E0,7.166503668E-1,9.708772680E0
2.600403829E0,3.146561682E-1,9.686744690E0,7.022934556E-1,9.717265422E0
2.602547333E0,3.194418252E-1,9.719645500E0,7.208378315E-1,9.751572125E0
2.604723602E0,3.146561682E-1,9.743574142E0,7.304090858E-1,9.775977854E0
2.606881124E0,3.337987661E-1,9.781859398E0,7.160521746E-1,9.813711103E0
2.609043865E0,3.385843933E-1,9.791430473E0,7.064808607E-1,9.822721889E0
2.611197623E0,3.242274821E-1,9.829715729E0,7.064808607E-1,9.860403135E0
2.613351705E0,3.290131092E-1,9.839286804E0,7.064808607E-1,9.870102819E0
2.615512086E0,3.337987661E-1,9.844072342E0,7.160521746E-1,9.875723397E0
2.617667980E0,3.385843933E-1,9.829715729E0,6.873382926E-1,9.859532678E0
2.619826601E0,3.098705411E-1,9.844072342E0,6.777670383E-1,9.872241295E0
2.621986796E0,3.098705411E-1,9.844072342E0,6.825526357E-1,9.872570999E0
2.624152772E0,2.949153781E-1,9.829715729E0,6.640082598E-1,9.856530493E0
2.626295401E0,2.805584669E-1,9.815358162E0,6.592226624E-1,9.841470592E0
2.628473522E0,2.853440940E-1,9.815358162E0,6.352944374E-1,9.840034356E0
2.630626456E0,2.901297510E-1,9.796216011E0,6.352944374E-1,9.821080512E0
2.632786622E0,2.709871531E-1,9.805787086E0,6.305087805E-1,9.829772924E0
2.634924969E0,2.853440940E-1,9.786644936E0,6.257231236E-1,9.810778245E0
2.637086162E0,2.805584669E-1,9.796216011E0,6.352944374E-1,9.820802422E0
2.639256278E0,2.805584669E-1,9.786644936E0,6.352944374E-1,9.811255331E0
2.641416730E0,2.757728100E-1,9.791430473E0,6.592226624E-1,9.817470951E0
2.643574616E0,2.805584669E-1,9.757930756E0,6.544370055E-1,9.783875177E0
2.645731741E0,2.662015259E-1,9.743574142E0,6.448656917E-1,9.768518418E0
2.647894827E0,2.709871531E-1,9.734002113E0,6.735795736E-1,9.761041984E0
2.650044771E0,2.662015259E-1,9.734002113E0,6.735795736E-1,9.760910298E0
2.652200817E0,2.662015259E-1,9.714859962E0,6.831508875E-1,9.742487489E0
2.654356416E0,2.614158690E-1,9.700503349E0,6.783652306E-1,9.727706969E0
2.656507682E0,2.662015259E-1,9.700503349E0,6.975077987E-1,9.729190388E0
2.658641532E0,2.620140910E-1,9.690931320E0,7.118647099E-1,9.720573677E0
2.660831118E0,2.614158690E-1,9.677172661E0,7.118647099E-1,9.706840904E0
2.662989442E0,2.859423161E-1,9.677172661E0,7.262216806E-1,9.708595761E0
2.665153973E0,2.715853751E-1,9.686744690E0,7.214360237E-1,9.717368535E0
2.667302014E0,2.763710022E-1,9.686744690E0,7.166503668E-1,9.717149344E0
2.669451205E0,2.524427772E-1,9.681958199E0,7.214360237E-1,9.712080717E0
2.671618196E0,2.667997181E-1,9.690931320E0,7.262216806E-1,9.721765780E0
2.673775494E0,2.524427772E-1,9.677172661E0,7.357929349E-1,9.708387575E0
2.675935458E0,2.620140910E-1,9.695717812E0,7.453642488E-1,9.727855012E0
2.678087914E0,2.572284341E-1,9.696315765E0,7.453642488E-1,9.728323275E0
2.680233960E0,2.572284341E-1,9.710074425E0,7.405785918E-1,9.741671748E0
2.682392966E0,2.620140910E-1,9.710672379E0,7.501499057E-1,9.743127542E0
2.684564557E0,2.667997181E-1,9.738788605E0,7.310073376E-1,9.769828929E0
2.686719943E0,2.620140910E-1,9.738788605E0,7.262216806E-1,9.769342496E0
2.688865176E0,2.667997181E-1,9.748359680E0,7.070791125E-1,9.777610108E0
2.691022016E0,2.662015259E-1,9.767501831E0,6.879364848E-1,9.795315813E0
2.693193006E0,2.715853751E-1,9.781859398E0,6.927221417E-1,9.810117016E0
2.695353803E0,2.901297510E-1,9.781859398E0,6.640082598E-1,9.808662270E0
2.697512159E0,2.901297510E-1,9.796216011E0,6.496513486E-1,9.822019664E0
2.699663069E0,2.997010350E-1,9.824930191E0,6.400800347E-1,9.850318595E0
2.701810905E0,2.901297510E-1,9.824930191E0,6.257231236E-1,9.849109501E0
2.703967013E0,2.949153781E-1,9.839286804E0,6.065805554E-1,9.862376989E0
2.706138187E0,3.044866920E-1,9.829715729E0,5.826523304E-1,9.851675349E0
2.708297428E0,2.997010350E-1,9.829715729E0,5.491527915E-1,9.849604094E0
2.710458988E0,2.895315289E-1,9.834501266E0,5.210371017E-1,9.852549078E0
2.712615491E0,2.943171859E-1,9.834501266E0,5.018945336E-1,9.851697107E0
2.714750064E0,2.847459018E-1,9.829715729E0,4.827519655E-1,9.845681337E0
2.716925204E0,2.703889608E-1,9.829715729E0,4.779663086E-1,9.845043082E0
2.719081099E0,2.799602449E-1,9.844072342E0,4.588237405E-1,9.858735073E0
2.721244318E0,2.799602449E-1,9.848857880E0,4.588237405E-1,9.863513497E0
2.723392561E0,2.799602449E-1,9.872786522E0,4.540380836E-1,9.887185749E0
2.725535373E0,2.847459018E-1,9.891928673E0,4.588237405E-1,9.906656970E0
2.727712192E0,2.799602449E-1,9.906285286E0,4.444667995E-1,9.920202450E0
2.729870070E0,2.991028428E-1,9.896714211E0,4.396811724E-1,9.910990577E0
2.732033145E0,2.799602449E-1,9.911071777E0,4.540380836E-1,9.925415462E0
2.734184014E0,2.943171859E-1,9.901499748E0,4.779663086E-1,9.917397424E0
2.736339348E0,2.799602449E-1,9.906285286E0,5.018945336E-1,9.922941299E0
2.738499373E0,2.847459018E-1,9.887143135E0,5.066801906E-1,9.904211449E0
2.740657210E0,2.895315289E-1,9.901499748E0,5.204389095E-1,9.919394257E0
2.742815362E0,2.997010350E-1,9.896714211E0,5.539384484E-1,9.916734376E0
2.744972009E0,3.140579760E-1,9.906285286E0,5.826523304E-1,9.928373700E0
2.747129876E0,3.092723191E-1,9.896714211E0,6.299105883E-1,9.921561817E0
2.749289138E0,3.044866920E-1,9.863214493E0,6.257231236E-1,9.887731879E0
2.751444758E0,3.140579760E-1,9.858428955E0,6.299105883E-1,9.883523725E0
2.753603011E0,3.188436031E-1,9.829715729E0,6.634100676E-1,9.857235184E0
2.755758315E0,3.044866920E-1,9.805787086E0,6.687939167E-1,9.833283167E0
2.757914413E0,3.002992272E-1,9.786644936E0,6.831508875E-1,9.815054450E0
2.760074386E0,2.907279432E-1,9.767501831E0,7.070791125E-1,9.797375956E0
2.762231825E0,2.955136001E-1,9.748359680E0,7.399803996E-1,9.780869886E0
2.764390151E0,2.907279432E-1,9.734002113E0,7.118647099E-1,9.764326461E0
2.766548222E0,2.955136001E-1,9.715457916E0,7.405785918E-1,9.748123279E0
2.768706385E0,2.907279432E-1,9.705886841E0,7.310073376E-1,9.737717075E0
2.770863357E0,2.907279432E-1,9.696315765E0,7.405785918E-1,9.728901213E0
2.773018793E0,2.955136001E-1,9.715457916E0,7.686942816E-1,9.750299570E0
2.775176121E0,3.002992272E-1,9.734002113E0,7.399803996E-1,9.766706085E0
2.777333644E0,3.098705411E-1,9.743574142E0,7.591229677E-1,9.778012298E0
2.779488205E0,3.002992272E-1,9.767501831E0,7.543373108E-1,9.801188521E0
2.781636530E0,3.050848842E-1,9.786644936E0,7.543373108E-1,9.820413467E0
2.783807458E0,3.242274821E-1,9.801001549E0,7.543373108E-1,9.835333222E0
2.785964309E0,3.194418252E-1,9.820143700E0,7.399803996E-1,9.853163774E0
2.788125707E0,3.194418252E-1,9.810572624E0,7.495517135E-1,9.844348941E0
2.790276688E0,3.146561682E-1,9.820143700E0,7.256234884E-1,9.851941952E0
2.792428542E0,3.290131092E-1,9.853643417E0,7.304090858E-1,9.886153734E0
2.794593714E0,3.194418252E-1,9.858428955E0,7.016952634E-1,9.888530770E0
2.796751267E0,3.385843933E-1,9.882357597E0,7.064808607E-1,9.913362007E0
2.798910986E0,3.385843933E-1,9.896714211E0,6.969096065E-1,9.926997258E0
2.801066961E0,3.768695593E-1,9.963713646E0,6.867401004E-1,9.994460078E0
2.803223068E0,3.960121572E-1,1.002114105E1,6.819544435E-1,1.005212194E1
2.805382085E0,4.199403822E-1,1.005882835E1,6.669993401E-1,1.008966134E1
2.807538234E0,4.390829504E-1,1.009232807E1,6.526423693E-1,1.012293543E1
2.809696264E0,4.390829504E-1,1.007318497E1,6.430711150E-1,1.010323659E1
2.811851863E0,4.247260094E-1,1.003071213E1,6.245267391E-1,1.005910591E1
2.814006607E0,3.954139352E-1,9.982855797E0,5.910272002E-1,1.000815044E1
2.816174566E0,3.667000830E-1,9.949356079E0,5.581258535E-1,9.971743068E0
2.818328344E0,3.667000830E-1,9.911071777E0,5.724828243E-1,9.934362049E0
2.820485022E0,3.379862010E-1,9.896714211E0,5.395814776E-1,9.917173741E0
2.822640671E0,3.332005441E-1,9.891928673E0,5.395814776E-1,9.912236057E0
2.824798366E0,3.278166950E-1,9.915857315E0,5.108676553E-1,9.934418747E0
2.826955857E0,3.421736360E-1,9.920642853E0,5.108676553E-1,9.939679229E0
2.829112779E0,3.230310678E-1,9.911071777E0,5.156532526E-1,9.929732681E0
2.831270565E0,3.373879790E-1,9.906285286E0,5.204389095E-1,9.925682620E0
2.833428442E0,3.373879790E-1,9.901499748E0,5.204389095E-1,9.920906439E0
2.835586676E0,3.373879790E-1,9.887143135E0,5.108676553E-1,9.906079738E0
2.837743363E0,3.469592929E-1,9.906285286E0,5.156532526E-1,9.925762802E0
2.839901689E0,3.571287692E-1,9.896714211E0,5.252245665E-1,9.917073861E0
2.842057816E0,3.379862010E-1,9.896714211E0,5.443671346E-1,9.917435274E0
2.844215714E0,3.379862010E-1,9.872786522E0,5.395814776E-1,9.893295535E0
2.846373593E0,3.379862010E-1,9.829715729E0,5.587241054E-1,9.851381558E0
2.848530596E0,3.236292601E-1,9.820143700E0,5.682953596E-1,9.841896047E0
2.850688025E0,3.236292601E-1,9.796216011E0,5.587241054E-1,9.817472010E0
2.852846259E0,3.278166950E-1,9.777072906E0,5.539384484E-1,9.798237913E0
2.854999802E0,3.236292601E-1,9.777072906E0,5.587241054E-1,9.798370433E0
2.857149797E0,3.379862010E-1,9.786644936E0,5.682953596E-1,9.808955774E0
2.859322618E0,3.475574851E-1,9.801001549E0,5.587241054E-1,9.823064705E0
2.861475319E0,3.427718580E-1,9.796216011E0,5.635097623E-1,9.818395181E0
2.863635678E0,3.475574851E-1,9.801001549E0,5.635097623E-1,9.823338069E0
2.865788836E0,3.284149170E-1,9.772287369E0,5.778666735E-1,9.794865322E0
2.867946449E0,3.379862010E-1,9.753145218E0,5.874379873E-1,9.776664038E0
2.870100533E0,3.332005441E-1,9.700503349E0,5.922235847E-1,9.724274606E0
2.872262661E0,3.284149170E-1,9.710074425E0,6.257231236E-1,9.735755293E0
2.874421139E0,3.188436031E-1,9.705288887E0,6.161518097E-1,9.730053272E0
2.876578712E0,3.332005441E-1,9.671789169E0,6.113662124E-1,9.696818911E0
2.878737902E0,3.332005441E-1,9.686145782E0,6.496513486E-1,9.713623917E0
2.880901344E0,3.427718580E-1,9.667003632E0,6.640082598E-1,9.695842342E0
2.883049934E0,3.379862010E-1,9.648459435E0,6.735795736E-1,9.677846536E0
2.885207710E0,3.427718580E-1,9.629316330E0,6.735795736E-1,9.658930322E0
2.887364723E0,3.523431420E-1,9.610174179E0,6.735795736E-1,9.640192056E0
2.889520413E0,3.427718580E-1,9.595816612E0,6.783652306E-1,9.625869747E0
2.891671780E0,3.332005441E-1,9.595816612E0,6.831508875E-1,9.625872126E0
2.893836759E0,3.332005441E-1,9.595816612E0,6.640082598E-1,9.624532510E0
2.895994718E0,3.523431420E-1,9.595816612E0,6.879364848E-1,9.626894554E0
2.898154163E0,3.475574851E-1,9.614959717E0,6.687939167E-1,9.644456017E0
2.900310046E0,3.619144261E-1,9.619745255E0,6.831508875E-1,9.650760382E0
2.902468818E0,3.619144261E-1,9.634101868E0,6.400800347E-1,9.662122091E0
2.904625699E0,3.619144261E-1,9.629316330E0,6.448656917E-1,9.657668807E0
2.906782265E0,3.858426511E-1,9.614959717E0,6.496513486E-1,9.644603246E0
2.908940153E0,3.762713671E-1,9.610174179E0,6.448656917E-1,9.639132723E0
2.911096647E0,3.762713671E-1,9.600603104E0,6.400800347E-1,9.629271133E0
2.913254413E0,3.762713671E-1,9.581459999E0,6.113662124E-1,9.608315383E0
2.915412188E0,3.667000830E-1,9.567103386E0,6.017948985E-1,9.593023155E0
2.917569385E0,3.667000830E-1,9.557532310E0,5.922235847E-1,9.582881696E0
